,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
561,SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318255.0,329165.0,2022-01-08 08:00:01 WET,2022-01-08,08:00:01,Link,8,3,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/52858607943/posts/10158615573632944,"Rui Rio tinha Francisco Rodrigues dos Santos pela frente mas debateu, na verdade, com António Costa: prometeu dois mil milhões em redução de impostos e muita política ao centro. Já ""Chicão"", da ""direita sensata e clássica"", debateu com toda a direita que ameaça o CDS.",https://www.sabado.pt/portugal/detalhe/rio-e-chicao-este-nao-e-um-debate-entre-dois-partidos-de-direita,,,"Rio e ""Chicão"": ""este não é um debate entre dois partidos de direita""","Rui Rio tinha Francisco Rodrigues dos Santos pela frente mas debateu, na verdade, com António Costa: prometeu dois mil milhões em redução de impostos e muita política ao centro. Já 'Chicão', da 'direita sensata e clássica', debateu com toda a direita que ameaça o CDS.",,,,8,-5.62
562,SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318222.0,329113.0,2022-01-05 20:46:25 WET,2022-01-05,20:46:25,Link,8,2,3,1,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/52858607943/posts/10158612319877944,"Num debate animado, Cotrim de Figueiredo tentou atrair uma parte do que resta do eleitorado do CDS. Francisco Rodrigues dos Santos tentou defender essa parte não das garras da IL, mas do Chega!.",https://www.sabado.pt/portugal/detalhe/debate-o-primo-moderninho-e-o-jovem-com-cabeca-de-velho-falaram-a-eleitores-diferentes,,,"Debate. O ""primo moderninho"" e o ""jovem com cabeça de velho"" falaram a eleitores diferentes","Num debate quente, Cotrim de Figueiredo tentou atrair uma parte do que resta do eleitorado do CDS. Francisco Rodrigues dos Santos tentou defender essa parte não das garras da IL, mas do Chega!.",,,,8,-6.0
563,Jornal de Negócios,jornalnegocios,134071419971108,TOPIC_NEWSPAPER,PT,"Fique a par das notícias mais relevantes nas áreas da Economia, Empresas e Mercados. ",2010-08-27 11:13:51,370824.0,382311.0,2022-01-23 16:39:10 WET,2022-01-23,16:39:10,Link,8,4,2,0,0,0,0,0,2,0,,-,0,0,0,,https://www.facebook.com/134071419971108/posts/5065414823503385,"Questionado sobre a exploração de lítio, Francisco Rodrigues dos Santos respondeu que não tem ""uma posição contra"".",https://www.jornaldenegocios.pt/economia/politica/eleicoes/eleicoes-legislativas-2022/detalhe/em-montalegre-cds-diz-que-litio-pode-ser-oportunidade-mas-recusa-prospecao-cega,,,"Em Montalegre, CDS diz que lítio pode ser oportunidade mas recusa prospeção cega","Questionado sobre a exploração de lítio, Francisco Rodrigues dos Santos respondeu que não tem 'uma posição contra'.",,,,8,-8.75
564,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502206.0,532515.0,2022-01-28 11:30:01 WET,2022-01-28,11:30:01,Link,8,2,5,0,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4878895555530102,Francisco Rodrigues dos Santos afirma que os programas económicos da esquerda são fábricas de impostos.,https://www.rtp.pt/noticias/politica/legislativas-cds-critica-fabrica-de-impostos-a-esquerda_v1380254,,,"Legislativas. CDS critica ""fábrica de impostos"" à esquerda",Francisco Rodrigues dos Santos afirma que os programas económicos da esquerda são fábricas de impostos.,,,,8,-4.12
565,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764239.0,1941536.0,2022-01-25 21:56:07 WET,2022-01-25,21:56:07,Link,8,3,2,0,0,0,2,1,0,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160406435716388,O líder do CDS voltou esta terça-feira a Braga para se reunir com veteranos de guerra.,https://sicnoticias.pt/eleicoes-legislativas/legislativas-voto-de-mesquita-nunes-na-il-nao-surpreende-rodrigues-dos-santos,https://sicnoticias.pt/eleicoes-legislativas/legislativas-voto-de-mesquita-nunes-na-il-nao-surpreende-rodrigues-dos-santos/,,Legislativas: voto de Mesquita Nunes na IL não surpreende Rodrigues dos Santos - SIC Notícias,O líder do CDS voltou esta terça-feira a Braga para se reunir com veteranos de guerra.,,,,8,-10.0
566,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764102.0,1941150.0,2022-01-17 20:46:09 WET,2022-01-17,20:46:09,Link,8,4,2,0,0,0,1,0,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160390227236388,No segundo dia de campanha foi até ao Alentejo defender as forças de segurança.,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-procura-afirmar-sobrevivencia-do-partido-atraves-de-indiretas-ao-chega-e-ataques-ao-pan,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-procura-afirmar-sobrevivencia-do-partido-atraves-de-indiretas-ao-chega-e-ataques-ao-pan/,,Líder do CDS procura afirmar sobrevivência do partido através de indiretas ao Chega e ataques ao PAN,,,,,8,-12.0
567,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828865.0,935114.0,2022-01-13 09:47:07 WET,2022-01-13,09:47:07,Link,8,5,2,0,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2282432581921403,"O Instituto de Registos e Notariado (que investiga o caso Abramovich), Rodrigues dos Santos e Ventura (que se insultaram) e António Ramalho (que tem de se explicar) são o Bom, o Mau e o Vilão",https://observador.pt/programas/o-bom-o-mau-e-o-vilao/o-debate-da-vergonha-alheia/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642066688,https://observador.pt/programas/o-bom-o-mau-e-o-vilao/o-debate-da-vergonha-alheia/,,O debate da vergonha alheia,,,,,8,-10.75
568,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828703.0,934308.0,2022-01-06 08:21:07 WET,2022-01-06,08:21:07,Link,8,3,3,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2276381975859797,"Afirmação do líder do CDS-PP é falsa. Não só o PAN votou a favor das propostas centristas, como apresentou em 2018 um pacote legislativo, que pedia a criminalização do abandono de idosos em hospitais.",https://observador.pt/programas/fact-check-2/pan-contra-criminalizacao-do-abandono-de-idosos/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641456763,,,PAN contra criminalização do abandono de idosos?,,,,,8,-11.0
569,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760848.0,797257.0,2022-01-19 21:30:08 WET,2022-01-19,21:30:08,Link,8,5,0,0,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159329902562949,"A pobreza pairou sobre a manhã de campanha eleitoral do CDS, no Mercado do Livramento",https://expresso.pt/eleicoes-legislativas-2022/se-o-chicao-for-um-bicho-politico-tem-o-meu-apoio-quer-um-conselho-ele-que-se-desvie-do-psd-o-psd-mata-se-sozinho,https://expresso.pt/eleicoes-legislativas-2022/se-o-chicao-for-um-bicho-politico-tem-o-meu-apoio-quer-um-conselho-ele-que-se-desvie-do-psd-o-psd-mata-se-sozinho/,,"“Se o Chicão for um bicho político, tem o meu apoio. Quer um conselho? Ele que se desvie do PSD. O PSD mata-se sozinho“ - Expresso","A pobreza pairou sobre a manhã de campanha eleitoral do CDS, no Mercado do Livramento. Francisco Rodrigues dos Santos distribuiu sorrisos, mas comerciantes e clientes foram alertando: Setúbal vai continuar a ser comunista. Mas a manhã não pode ser dada por perdida: graças à mulher de Chicão, ...",,,,8,-11.88
571,Rádio Observador,radioobservador,100537718821289,RADIO_STATION,PT,"O Observador também é uma rádio.

Com noticiários de meia em meia hora, todos os dias, 24 horas por dia, num tom informal e descontraído, mas sem perder a credibilidade, o rigor e a qualidade do Observador.",2021-04-05 21:49:40,1441.0,1621.0,2022-01-04 09:10:00 WET,2022-01-04,09:10:00,Live Video Complete,7,5,2,0,0,0,0,0,0,0,crosspost,No,120,120,6027,00:52:37,https://www.facebook.com/100537718821289/posts/4231623663606201,"Francisco Rodrigues dos Santos, líder do CDS, está no Sob Escuta da Rádio Observador. Entrevista conduzida por Miguel Pinheiro, Rui Pedro Antunes e Miguel Santos Carrapatoso.",https://www.facebook.com/radioobservador/videos/4231623663606201/,,,Francisco Rodrigues dos Santos em direto na Rádio Observador,,,,,7,-0.5
577,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332156.0,397220.0,2022-01-20 11:15:55 WET,2022-01-20,11:15:55,Link,7,3,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158965903887515,"No Debate das Rádios, o líder do CDS-PP começou por dizer que António Costa ""não pode nem ter ilusões de que se podem repetir os entendimentos que aconteceram no Executivo de António Guterres"", atirando, ainda, que não seria viável ""qualquer entendimento"". ""Esse mesmo Governo foi o chamado Governo do pântano.""",https://rr.sapo.pt/video/actualidade/2022/01/20/francisco-rodrigues-dos-santos-governo-de-guterres-foi-o-chamado-governo-do-pantano/296910/,,,"Francisco Rodrigues dos Santos. Governo de Guterres ""foi o chamado Governo do pântano"" - Renascença V+","No Debate das Rádios, o líder do CDS-PP começou por dizer que António Costa ""não pode nem ter ilusões de que se podem repetir os entendimentos que aconteceram no Executivo de António Guterres"", atirando, ainda, que não seria viável ""qualquer entendimento"". ""Esse mesmo Governo foi o chamado ...",,,,7,-8.43
578,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332151.0,397190.0,2022-01-19 23:10:00 WET,2022-01-19,23:10:00,Link,7,3,1,0,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158965152217515,"O presidente do CDS esteve a responder às perguntas dos mais jovens. Líder dos centristas confessa ser fã de Harry Potter, bom na cozinha e amante de Londres.",https://rr.sapo.pt/noticia/politica/2022/01/19/francisco-rodrigues-dos-santos-quer-ir-a-zoo-com-o-pan-e-prefere-livre-no-parlamento-a-ler-programa-da-il/268997/,,,Francisco Rodrigues dos Santos quer ir a zoo com o PAN. E prefere Livre no Parlamento (a ler programa da IL) - Renascença,"O presidente do CDS esteve a responder às perguntas dos mais jovens. Líder dos centristas confessa ser fã de Harry Potter, bom na cozinha e amante de Londres.",,,,7,-8.43
579,Agência Lusa,AgenciaLusa,191009093359,MEDIA,PT,"A Lusa é a maior produtora e distribuidora de notícias sobre Portugal e o mundo, em Língua Portuguesa.",2009-12-03 10:54:48,112026.0,121922.0,2022-01-28 21:25:20 WET,2022-01-28,21:25:20,Photo,7,2,1,0,0,1,3,0,0,0,,-,0,0,0,,https://www.facebook.com/191009093359/posts/10159549623498360,"Legislativas: “Portugal não pode dispensar o CDS”, diz Francisco Rodrigues dos Santos - https://www.lusa.pt/article/GK%7eRTjAE64nfSJeMAK%7ekoDMSZM5iuSI1:=:https://www.lusa.pt/article/GK~RTjAE64nfSJeMAK~koDMSZM5iuSI1",https://www.facebook.com/AgenciaLusa/photos/a.10152224382158360/10159549623498360/?type=3,,,Timeline photos,,,,,7,-0.56
580,Agência Lusa,AgenciaLusa,191009093359,MEDIA,PT,"A Lusa é a maior produtora e distribuidora de notícias sobre Portugal e o mundo, em Língua Portuguesa.",2009-12-03 10:54:48,111978.0,121859.0,2022-01-20 20:34:33 WET,2022-01-20,20:34:33,Photo,7,3,0,0,0,0,4,0,0,0,,-,0,0,0,,https://www.facebook.com/191009093359/posts/10159535090678360,"[Legislativas 2022] Imagens da quinta-feira, 20 de janeiro, quarto dia da campanha oficial para as eleições legislativas antecipadas de 30 de janeiro. 1. O presidente do PSD, Rui Rio, espreita uma montra durante um contacto com a população de Bragança. 📷: Tiago Petinga, Agência Lusa. 2. A porta-voz do MAS e candidata por Lisboa, Renata Cambra, distribui panfletos do partido em Coimbra. 📷: Paulo Novais, Agência Lusa 3. O secretário-geral do PS, António Costa, acompanhado pelo cabeça de lista do partido em Évora, Capoulas Santos (D), contacta com a população local. 📷: Miguel A. Lopes, Agência Lusa 4. O candidato do partido Livre Rui Tavares (D) tira uma selfie com um estudante durante um encontro com representantes de estudantes da área da Saúde, no Porto. 📷: José Coelho, Agência Lusa 5. O líder parlamentar do PCP, João Oliveira (E), acompanhado Heloísa Apolónia, (D), do PEV, durante uma viagem de comboio do Bombarral até às Caldas da Rainha. 📷: Carlos Barroso, Agência Lusa 6. O presidente do Chega, André Ventura, visita uma loja durante uma ação de campanha em Mirandela. 📷: Pedro Sarmento Costa, Agência Lusa 7. O presidente do CDS-PP, Francisco Rodrigues dos Santos posa para uma selfie com uma popular durante uma arruada, em Coimbra. 📷: Paulo Novais, Agência Lusa 8. A Coordenadora Nacional do BE, Catarina Martins, acompanhada pelo cabeça de lista do bloco de Esquerda pelo Algarve, José Gusmão (D), durante uma viagem comboio entre Alcantarilha e Portimão. 📷: Luís Forra, Agência Lusa 9. A porta-voz do PAN - Pessoas-Animais-Natureza, Inês Sousa Real (3-D), é vaiada por elementos do grupo de Forcados Amadores de Beja, que se manifestavam junto ao Aeroporto, Beja. 📷: Nuno Veiga, Agência Lusa 10. O presidente da IL, João Cotrim de Figueiredo, contacta com um popular durante arruada em Lisboa. 📷: Manuel de Almeida, Agência Lusa #legislativas #legislativas2022 #política #governo #campanha #eleições #portugal #agencialusa #lusafoto #fotojornalismo #fotografia",https://www.facebook.com/AgenciaLusa/photos/a.10158980246873360/10159535090478360/?type=3,,,Photos from Agência Lusa's post,,,,,7,-3.14
582,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477152.0,491388.0,2022-01-21 13:55:00 WET,2022-01-21,13:55:00,Link,7,2,3,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158662158022666,,https://www.tsf.pt/portugal/politica/francisco-rodrigues-dos-santos-admite-que-legislativas-sao-prova-de-vida-para-cds-14513464.html,,,Francisco Rodrigues dos Santos admite que legislativas são ″prova de vida″ para CDS,"Líder do CDS defendeu o voto no partido, reafirmando que é o único voto verdadeiramente útil.",,,,7,-7.86
583,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477119.0,491237.0,2022-01-12 13:15:02 WET,2022-01-12,13:15:02,Native Video,7,7,0,0,0,0,0,0,0,0,owned,Yes,265,265,0,00:00:35,https://www.facebook.com/174996242665/posts/10158646948827666,"Os líderes dos principais partidos passam no Fórum da TSF: António Costa, Rui Rio, Catarina Martins, Jerónimo de Sousa, Inês Sousa Real, Francisco Rodrigues dos Santos, André Ventura, João Cotrim de Figueiredo e Rui Tavares respondem às perguntas dos ouvintes, de 14 a 26 de janeiro, às 10h00.",https://www.facebook.com/tsfradio/videos/1588230518197751/,,,Fórum TSF com os líderes partidários,,,,,7,-6.86
584,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988368.0,995255.0,2022-01-20 00:15:00 WET,2022-01-20,00:15:00,Link,7,2,2,0,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4885280371519395,Líder do CDS deu-se a conhecer um pouco mais esta quarta-feira,https://www.noticiasaominuto.com/politica/1914781/chico-revela-cozinha-francesinha-e-queria-ser-autor-de-harry-potter,,,Chicão revela: cozinha francesinha e queria ser autor de Harry Potter, ,,,,7,-7.14
585,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828865.0,935114.0,2022-01-13 19:45:10 WET,2022-01-13,19:45:10,Link,7,1,4,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2282818538549474,"[Fact Check Observador] André Ventura acusou o presidente centrista de ser ""o líder menos legitimado"" das legislativas porque o seu mandato terminaria a 26 de janeiro. Estatutos do CDS corroboram essa versão?",https://observador.pt/factchecks/fact-check-francisco-rodrigues-dos-santos-ja-nao-e-presidente-do-cds-no-dia-das-eleicoes-legislativas/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642095192,https://observador.pt/factchecks/fact-check-francisco-rodrigues-dos-santos-ja-nao-e-presidente-do-cds-no-dia-das-eleicoes-legislativas/,,"Fact Check. Francisco Rodrigues dos Santos ""já não é presidente do CDS"" no dia das eleições legislativas?",,,,,7,-12.29
586,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828731.0,934412.0,2022-01-07 21:09:41 WET,2022-01-07,21:09:41,Link,7,2,2,0,0,1,2,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2277744835723511,"O segundo debate desta noite é à direita entre Rio e Rodrigues dos Santos. No primeiro, Cotrim e Sousa Real admitiram fazer parte de solução comum, mas líder da IL quer que PAN largue ""bizarrias"".",https://observador.pt/liveblogs/cotrim-figueiredo-e-ines-sousa-real-num-duelo-entre-um-liberal-e-a-lider-de-um-partido-animalista/?utm_medium=Social&utm_source=Facebook#Echobox=1641589778,,,"Em direto/ Centro ou direita, ""arranjinhos com o PS"" e eutanásia. Rio e Rodrigues dos Santos na batalha pelo voto útil","O segundo debate desta noite é à direita entre Rio e Rodrigues dos Santos. No primeiro, Cotrim e Sousa Real admitiram fazer parte de solução comum, mas líder da IL quer que PAN largue ""bizarrias"".",,,,7,-12.57
587,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189215.0,1186328.0,2022-01-15 08:30:42 WET,2022-01-15,08:30:42,Link,7,5,1,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160067562181983,Catarina Martins acusou o CDS-PP de “acreditar no Pai Natal”. Francisco Rodrigues dos Santos fala num programa do BE que “vai matar a nossa economia com uma “overdose” de nacionalizações.,https://www.publico.pt/2022/01/15/politica/noticia/legislativas-privatizacoes-impostos-sns-marca-debate-convergencias-be-cdspp-1991982,,,"Legislativas: privatizações, impostos e SNS marca debate sem convergências entre BE e CDS-PP",Catarina Martins acusou o CDS-PP de “acreditar no Pai Natal”. Francisco Rodrigues dos Santos fala num programa do BE que “vai matar a nossa economia com uma “overdose” de nacionalizações.,,,,7,-13.29
593,Agência Lusa,AgenciaLusa,191009093359,MEDIA,PT,"A Lusa é a maior produtora e distribuidora de notícias sobre Portugal e o mundo, em Língua Portuguesa.",2009-12-03 10:54:48,112024.0,121917.0,2022-01-27 21:15:06 WET,2022-01-27,21:15:06,Photo,6,4,1,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/191009093359/posts/10159547912403360,"[Legislativas 2022] Imagens da quinta-feira, 27 de janeiro, 11.º e penúltimo dia da campanha oficial para as eleições legislativas antecipadas de 30 de janeiro. 1. Silhueta do presidente do PSD, Rui Rio, durante um almoço com empresários da restauração no âmbito da campanha, no Porto. 📷: Mário Cruz, Agência Lusa 2. A coordenadora do BE, Catarina Martins (C), durante uma visita à Associação Portuguesa de Surdos, em Lisboa. 📷: Rui Minderico, Agência Lusa 3. O secretário-geral do PS, António Costa, durante uma ação de campanha em Loures. 📷: Miguel A. Lopes, Agência Lusa 4. O presidente da IL, João Cotrim de Figueiredo, durante uma ação de campanha no Porto. 📷: Fernando Veludo, Agência Lusa 5. O secretário-geral do PCP, Jerónimo de Sousa, intervém durante uma ação de campanha da CDU, no Barreiro. 📷: José Sena Goulão, Agência Lusa 6. O presidente do CDS-PP, Francisco Rodrigues dos Santos, durante uma ação de campanha na feira de Barcelos. 📷: Estela Silva, Agência Lusa 7. Apoiantes do PSD participam numa arruada no Porto. 📷: Mário Cruz, Agência Lusa 8. O presidente do Volt e candidato por Lisboa, Tiago Matos Gomes (C), acompanhado por Reinier Van Lanschot (D), do Volt Europa, durante uma ação de campanha em Lisboa. 📷: José Sena Goulão, Agência Lusa 9. Uma apoiante da CDU durante uma arruada nas ruas de Lisboa. 📷: Manuel de Almeida, Agência Lusa 10. O presidente do Chega, André Ventura, discursa no final de uma arruada em Sines. 📷: Nuno Veiga, Agência Lusa #legislativas #legislativas2022 #política #partidos #governo #parlamento #campanha #eleições #portugal #agencialusa #lusafoto #fotojornalismo #fotografia",https://www.facebook.com/AgenciaLusa/photos/a.10158980246873360/10159547912163360/?type=3,,,Photos from Agência Lusa's post,,,,,6,-0.62
594,Agência Lusa,AgenciaLusa,191009093359,MEDIA,PT,"A Lusa é a maior produtora e distribuidora de notícias sobre Portugal e o mundo, em Língua Portuguesa.",2009-12-03 10:54:48,111998.0,121894.0,2022-01-24 18:42:03 WET,2022-01-24,18:42:03,Photo,6,1,2,1,0,0,1,0,1,0,,-,0,0,0,,https://www.facebook.com/191009093359/posts/10159542278698360,Legislativas: Líder do CDS quer “descalçar” a esquerda e diz que “cheira a fim de ciclo” - https://www.lusa.pt/article/izRLvaHUeRNLeX_OmQ_TFTMSZM5iuSI1,https://www.facebook.com/AgenciaLusa/photos/a.10152224382158360/10159542278698360/?type=3,,46 YAMAHA 1 A,Timeline photos,,,,,6,-3.33
597,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477146.0,491435.0,2022-01-25 21:00:02 WET,2022-01-25,21:00:02,Link,6,4,0,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158668789212666,,https://www.tsf.pt/portugal/politica/lider-do-cds-ve-sem-surpresa-apoio-de-mesquita-nunes-a-il-14525405.html,,,Líder do CDS vê ″sem surpresa″ apoio de Mesquita Nunes à IL,Rodrigues dos Santos assinala que não se manifesta sobre ″pessoas que não são militantes do partido″.,,,,6,-9.0
598,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988520.0,995432.0,2022-01-11 14:40:57 WET,2022-01-11,14:40:57,Link,6,2,1,0,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4850160125031420,"O líder do CDS não gosta que o intitulem de ""beto""",https://www.noticiasaominuto.com/fama/1908689/de-rato-a-chico-francisco-rodrigues-dos-santos-explica-as-suas-alcunhas,,,De Rato a Chicão: Francisco Rodrigues dos Santos explica as suas alcunhas, ,,,,6,-8.33
599,SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318369.0,329430.0,2022-01-21 00:00:00 WET,2022-01-21,00:00:00,Link,6,2,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/52858607943/posts/10158635692052944,"Questionado por uma popular, o líder do CDS elencou as medidas que defende, como o ""cheque-ensino"", redução de impostos ou a ""via verde saúde"", mas foi alertado que ""tem de cumprir"", não pode ""ser só falar"".",https://www.sabado.pt/portugal/detalhe/cds-distribuiu-cheques-ensino-em-leiria-e-quer-dar-liberdade-de-escolha-as-familias?previewMode=1,https://www.sabado.pt/ultima-hora/detalhe/cds-distribuiu-cheques-ensino-em-leiria-e-quer-dar-liberdade-de-escolha-as-familias,,"CDS distribuiu ""cheques-ensino"" em Leiria e quer dar liberdade de escolha às famílias","Questionado por uma popular, o líder do CDS elencou as medidas que defende, como o 'cheque-ensino', redução de impostos ou a 'via verde saúde', mas foi alertado que 'tem de cumprir', não pode 'ser só falar'.",,,,6,-7.17
600,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,501897.0,531932.0,2022-01-05 23:25:00 WET,2022-01-05,23:25:00,Link,6,4,1,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4788744521211873,"Francisco Rodrigues dos Santos acusa a Iniciativa Liberal de defender um capitalismo selvagem, com João Cotrim de Figueiredo a recusar entendimentos face à forma como CDS-PP se posiciona.",https://www.rtp.pt/noticias/politica/debate-na-rtp3-cds-pp-e-il-sublinham-linhas-que-os-separam_v1374820,,,Debate na RTP3. CDS-PP e IL sublinham linhas que os separam,"Francisco Rodrigues dos Santos acusa a Iniciativa Liberal de defender um capitalismo selvagem, com João Cotrim de Figueiredo a recusar entendimentos face à forma como CDS-PP se posiciona. O líder centrista já antes debatera com a porta-voz do PAN, Inês Sousa Real, onde as touradas dominaram o c...",,,,6,-8.17
602,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828898.0,935195.0,2022-01-14 08:14:45 WET,2022-01-14,08:14:45,Link,6,3,1,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2283220018509326,"Francisco Rodrigues dos Santos enfatiza que o desdobramento do ato eleitoral ""dá mais segurança e confiança aos eleitores no dia das eleições legislativas"".",https://observador.pt/2022/01/13/presidente-do-cds-insiste-no-desdobramento-das-eleicoes-em-dois-dias/?utm_medium=Social&utm_source=Facebook#Echobox=1642117371,https://observador.pt/2022/01/13/presidente-do-cds-insiste-no-desdobramento-das-eleicoes-em-dois-dias/,,Presidente do CDS insiste no desdobramento das eleições em dois dias,,,,,6,-14.33
