Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Caça & Cães de Caça,cacaecaesdecaca,239802256185670,COMMUNITY,PT,A revista onde todos os meses encontrará os melhores artigos de Caça Menor e Caça Maior. Sempre acompanhada por um DVD com emocionantes lances de caça.,2013-11-28 14:29:51,7320,7583,2022-01-06 18:38:03 WET,2022-01-06,18:38:03,Photo,864,479,130,184,69,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/239802256185670/posts/2049856691846875,"Um texto de Maria Carvalho Vacas, que partilhamos com todos os nossos leitores: Carta aberta ao PAN: Senhora deputada Inês de Sousa Real, estou estupefacta, com as suas intervenções, no debate frente a frente com o Senhor Presidente do CDS Francisco Rodrigues dos Santos. PAN vs CDS. A Sra. deputada e o seu partido ODEIAM pessoas. São verdadeiros terroristas, no sentido literal da palavra e tem apenas como objetivo a destruição da economia, do ambiente, dos animais, das pessoas e são um atentado a Portugal e aos portugueses, com particularidade ao mundo rural, que tão chicoteado foi. Fiquei angustiada, ofendida e sentida com cada palavra disparatada que a Sra. ousou referir para delinear o seu pensamento acerca dos objetivos que propõe e daquilo que defende. É importante sermos claros e racionais, e como tal não me consigo conter e tenho de passar, o transtorno que me causou para entre linhas. Fiquei assustada e temo este ideal de sociedade, IRREAL que nos coloca á frente dos olhos, e todo este discurso ANTAGÓNICO, fez-me questionar se estaremos a habitar no mesmo planeta. A sério. Ora então peguemos nesta caricata frase, dita por si, no decorrer do debate: “A caça é uma das atividades humanas que mais coloca pressão sobre as espécies e a proteção da biodiversidade.” (Um pequeno parênteses, só para a enquadrar) - (O meu pai, Nuno Carvalho Vacas, é gestor cinegético e talvez um dos senhores que neste país mais lida e trabalha com caça diariamente, dedica a sua atividade profissional e pessoal a esta nobre e relevante atividade. Ao longo dos anos desenvolveu um papel de grande relevância para a preservação das espécies cinegéticas e trabalha diariamente no progresso e na evolução positiva das zonas de caça pelas quais é responsável, no nosso país). Eu Maria, uma miúda de 16 anos, convivo diariamente com esta realidade, com a dureza que é esta vida do campo, da paixão que se tem pelo trabalho e da dedicação que os verdadeiros protetores e amantes do mundo rural tem no seu dia a dia por esta vida, que eu muitas vezes já coloquei em causa e me atrevi a dizer que era loucura. A caça é a atividade que mais defende a biodiversidade e as espécies. Isto é muito simples de justificar. O caçador é o único “maluco” que se levanta a um quarto para as seis da manhã, ao fim de semana, a pagar (maioritariamente), veste as calças, a camisa e de seguida calça as botas, faça muita ou pouca chuva, faça muito ou pouco sol, pega nos seus amados e prestáveis cães, e segue viagem,… chega ao campo, pode ver muita caça ou nenhuma, pode nem levar cartuchos, até se esquecer de levar a arma… é o melhor dia da semana… vá-se lá perceber esta paixão… O tiro é apenas uma consequência do ato de disparar, mas a caça não se reduz a esse preciso ato. O dia da caçada começa nos meses antes, quando os comedouros e bebedouros são abastecidos, quando os predadores são abatidos, quando alguém decide investir, criar e trabalhar para garantir as melhores condições para a caça ali se instalar… O convívio, o olhar apaixonado, o respirar deste ar, o caminhar pelo terreno molhado, ver os cães a caçar, as peças de caça a fintar, a paisagem e a natureza a acolher, uma manhã que está a começar e o sol que teima em espreitar,… Para terminar, vai tudo almoçar… sabe Sra. deputada, quantos restaurantes estão vivos na província, devido a este terminar de uma manhã de caça - MUITOS. Mas a Sra. refere que esta atividade “ em nada contribui, ou melhor, que só dá prejuízo “ mas todos os fins de semana, enchem as suas salas para estes senhores caçadores alimentar e com isto proporciona-se o desenvolvimento das áreas rurais, a criação de emprego e a fixação de população. Mas isso pouco lhe deve interessar. Sabe Sra. deputada nunca serei capaz de a esclarecer ou de chegar a um consenso sobre o que é amar verdadeiramente pessoas, animais e natureza. Talvez a Sra. só entenda, quando conhecer estes 3 conceitos e os associar. Um dia quem sabe, a caçar os conseguisse perspectivar. Entre tantos outros temas a poderia desmarcar. Maria Carvalho Vacas",https://www.facebook.com/cacaecaesdecaca/photos/a.240127259486503/2049856311846913/?type=3,,,,,,,,864,21.6
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829042,935648,2022-01-19 11:34:27 WET,2022-01-19,11:34:27,Link,839,484,177,30,15,12,109,6,5,1,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2287629364735058,"Rodrigues dos Santos criticou evento intitulado “Reflexões não-monogâmicas e porquê a família dever acabar”. “Estas ideias não passarão e não terão lugar no ensino público em Portugal“, defendeu.",https://observador.pt/2022/01/19/cds-contra-evento-da-universidade-de-coimbra-sobre-relacoes-nao-monogamicas-uma-afronta-a-todos-os-portugueses/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642591613,https://observador.pt/2022/01/19/cds-contra-evento-da-universidade-de-coimbra-sobre-relacoes-nao-monogamicas-uma-afronta-a-todos-os-portugueses/,,CDS contra evento da Universidade de Coimbra sobre relações não-monogâmicas. “Uma afronta a todos os portugueses”,,,,,839,10.62
Inimigo Público,oinimigopublico,99134956781,TOPIC_NEWSPAPER,PT, Se não aconteceu... podia ter acontecido! Às sextas-feiras com o jornal Expresso.,2009-06-24 13:29:27,220346,219430,2022-01-10 11:17:50 WET,2022-01-10,11:17:50,Photo,819,247,41,50,9,5,458,3,1,5,,-,0,0,0,N/A,https://www.facebook.com/99134956781/posts/10158413912976782,"Chicão participou no primeiro debate da noite porque volta às aulas presenciais logo pela manhã António Costa participou esta noite num debate com Francisco Rodrigues dos Santos que, assim que terminou, foi directamente para a cama porque amanhã regressa às aulas presenciais logo às 08h00 da manhã. Francisco Rodrigues dos Santos aproveitou por isso o debate, enquanto falava de elevadores sociais avariados e escadas rolantes económicas paradas, para beber uma chávena de leite quentinho com bolachas, tendo explicado ao primeiro-ministro que, na mesa da Consoada da Direita, o primo fanfarrão e mal-educado prefere molhar bolachas de água-e-sal em malgas de vinho tinto. António Costa aproveitou o debate para defender o apoio social às famílias com menos poses, constante no programa eleitoral do PS, “Juntos Seguimos e Conseguimos”, tendo revelado que, antes da saída de Eduardo Cabrita do Governo, o programa chamava-se “Juntos Seguimos e Conduzimos”. Um pirata informático infiltrou-se no estúdio da SIC e fez delete ao holograma de António Costa. VE FRASES DO DEBATE: ""O socialismo é um sistema que só funciona no céu, onde não é preciso, e no inferno, onde já existe. E no purgatório, que é o actual PSD.” Francisco Rodrigues dos Santos ""Francisco, mando-lhe um beijo de uma grande admiradora sua, a Cristina Ferreira.” António Costa",https://www.facebook.com/oinimigopublico/photos/a.10154601315866782/10158413912941782/?type=3,,,,,,,,819,3.02
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763908,1940902,2022-01-12 20:50:55 WET,2022-01-12,20:50:55,Link,746,107,444,19,3,0,160,7,5,1,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160380345461388,"Se ainda for ver o debate entre os líderes do Chega e do CDS prepare-se: tem muito ruído e adjetivos pouco recomendáveis pela frente. Caso contrário, leia as notas e comentários aqui: foi o debate com mais notas negativas de todos – com Rodrigues dos Santos um pouco menos negativo No Expresso",https://expresso.pt/eleicoes-legislativas-2022/ventura-vs-chicao-um-debate-na-lama-e-uma-triste-imagem-de-duas-direitas-notas-e-analises-dos-comentadores-expresso/,,,Ventura vs Chicão? Um debate na lama e uma triste imagem de duas direitas (notas e análises dos comentadores Expresso),"Se ainda for ver o debate entre os líderes do Chega e do CDS prepare-se: tem muito ruído e adjetivos pouco recomendáveis pela frente. Caso contrário, leia as notas e comentários aqui: foi o debate com mais notas negativas de todos - com Rodrigues dos Santos um pouco menos negativo",,,,746,7.24
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268892,2284611,2022-01-20 13:47:48 WET,2022-01-20,13:47:48,Link,735,95,241,25,3,17,339,5,8,2,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161834617347995,,https://www.jn.pt/nacional/rui-rio-admite-chicao-para-ministro-da-defesa-14509686.html,,,Rui Rio admite Chicão para ministro da Defesa,"Se Rui Rio for eleito primeiro-ministro, Francisco Rodrigues dos Santos pode ser ministro da Defesa. Esta quinta-feira de manhã, o presidente do PSD não descartou a hipótese de dar ao líder do CDS aquela pasta, à semelhança do que fez Pedro Passos Coelho, que a atribuiu a Paulo Portas. ""Não s...",,,,735,6.02
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774,1940633,2022-01-07 23:26:06 WET,2022-01-07,23:26:06,Link,689,324,275,11,21,0,41,4,10,3,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160370852991388,"Rui Rio (PSD) debateu, esta sexta-feira, com Francisco Rodrigues dos Santos (CDS-PP). Líder centrista defende que “todas as companhias de transportes detidas pelo Estado“ devem passar para o setor privado.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-considera-que-tap-e-uma-vergonha-e-quer-reprivatiza-la,https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-considera-que-tap-e-uma-vergonha-e-quer-reprivatiza-la/,,Legislativas: Rio considera que “TAP é uma vergonha” e quer reprivatizá-la,,,,,689,6.69
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760765,796996,2022-01-12 20:30:13 WET,2022-01-12,20:30:13,Link,661,72,377,19,3,3,161,18,7,1,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159318013097949,"Se ainda for ver o debate entre os líderes do Chega e do CDS prepare-se: tem muito ruído e adjetivos pouco recomendáveis pela frente. Caso contrário, leia as notas e comentários aqui: foi o debate com mais notas negativas de todos – com Rodrigues dos Santos um pouco menos negativo",https://expresso.pt/eleicoes-legislativas-2022/ventura-vs-chicao-um-debate-na-lama-e-uma-triste-imagem-de-duas-direitas-notas-e-analises-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/ventura-vs-chicao-um-debate-na-lama-e-uma-triste-imagem-de-duas-direitas-notas-e-analises-dos-comentadores-expresso/,,Ventura vs Chicão? Um debate na lama e uma triste imagem de duas direitas (notas e análises dos comentadores Expresso) - Expresso,"Se ainda for ver o debate entre os líderes do Chega e do CDS prepare-se: tem muito ruído e adjetivos pouco recomendáveis pela frente. Caso contrário, leia as notas e comentários aqui: foi o debate com mais notas negativas de todos - com Rodrigues dos Santos um pouco menos negativo",,,,661,6.89
CHEGA,PartidoChegaOficial,1989920374407828,ACTIVITY_GENERAL,PT,"O CHEGA quer ser a voz do cidadão comum! Perante os novos desafios futuros que iremos enfrentar, precisamos unirmos para reerguer Portugal! Contamos consigo para sermos uma só Voz e uma só Força! É hora dos portugueses dizerem CHEGA!",2018-10-23 22:50:31,128304,143730,2022-01-12 14:51:26 WET,2022-01-12,14:51:26,Photo,632,413,96,98,14,0,4,0,2,5,,-,0,0,0,N/A,https://www.facebook.com/1989920374407828/posts/4861919640541206,Não perca hoje às 18.30h na CNN Portugal o debate que põe frente-a-frente André Ventura da verdadeira direita e Francisco Rodrigues dos Santos da direita que a esquerda permite! #CHEGA #AndréVentura #Legislativas2022 #PorPortugalPelosPortugueses #UmPartidoUmLíderUmDestino #SaveEurope,https://www.facebook.com/PartidoChegaOficial/photos/a.1989937304406135/4861919570541213/?type=3,,,,,,,,632,-1.18
Dois às 10,doisas10tvi,679408342185071,TV_SHOW,PT,"Página Oficial do programa das manhãs da TVI, «Dois às 10».",2015-04-08 11:02:40,338976,350142,2022-01-11 12:20:09 WET,2022-01-11,12:20:09,Photo,607,518,34,5,38,1,3,3,5,0,,-,0,0,0,N/A,https://www.facebook.com/679408342185071/posts/4515853521873848,"Estamos habituados a vê-lo discursar para os portugueses, mas agora vamos descobrir tudo o que pouca gente sabe sobre o líder do CDS-PP e a sua mulher.",https://www.facebook.com/doisas10tvi/photos/a.2747985798660638/4515853481873852/?type=3,,,,,,,,607,2.08
Iniciativa Liberal,iniciativaliberal,282717852317261,POLITICAL_PARTY,PT,"Partido Iniciativa Liberal. Mais Liberdade Política, Social e Económica. Juntos somos alternativa por um Portugal Mais Liberal.",2018-08-22 19:59:20,105710,117438,2022-01-17 19:42:17 WET,2022-01-17,19:42:17,Photo,606,540,37,13,14,1,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/282717852317261/posts/985225698733136,"🔴🔵 HOJE, pôr Portugal a crescer. 📺 RTP1 - 21:00 💥 João Cotrim Figueiredo (IL) contra todos 📈 O FUTURO É LIBERAL #PortugalMaisLiberal",https://www.facebook.com/iniciativaliberal/photos/a.292960941292952/985225652066474/?type=3,,"RTP1 DEBATE HOJE, 21h00 João Cotrim Figueiredo André Ventura António Costa Catarina Martins Inês de Sousa Real Francisco Rodrigues dos Santos Rui Rio Rui Tavares iniciativa liberal PORTUGAL A CRESCER",,,,,,606,-1.6
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268860,2284648,2022-01-23 20:06:00 WET,2022-01-23,20:06:00,Link,514,108,237,5,1,2,149,5,6,1,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161841883872995,,https://www.jn.pt/nacional/rodrigues-dos-santos-reage-a-oferta-de-casaco-militar-a-ventura-14519687.html,,,Rodrigues dos Santos reage a oferta de casaco militar a Ventura,"Depois de ex-combatentes terem oferecido ao líder do Chega um casaco militar camuflado, Francisco Rodrigues dos Santos reagiu com uma publicação na sua página oficial de Facebook: ""O uniforme e os restantes símbolos militares são para quem os mereceu, os percebe e os respeita"".",,,,514,4.36
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38968,42084,2022-01-28 19:44:50 WET,2022-01-28,19:44:50,Live Video Complete,508,187,138,97,82,0,1,0,1,2,crosspost,Yes,1342,1949,2216,01:11:35,https://www.facebook.com/814851935239574/posts/224361269905701,"💪🏼Estamos na recta final de uma campanha que demonstrou que o CDS/PP continua bem vivo e fiel aos seus princípios de sempre! 🔵Acompanhe aqui o nosso comício final em directo, com a presença de Francisco Rodrigues Dos Santos! 🇵🇹Pelas Mesmas Razões de Sempre!",https://www.facebook.com/CDSPP/videos/224361269905701/,,,Comício encerramento CDS-PP,,,,,508,4.66
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119234,125032,2022-01-12 23:02:04 WET,2022-01-12,23:02:04,Link,479,264,158,21,6,0,28,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/919178715458260,"Contra André Ventura (Chega), no debate desta quarta-feira na CNN Portugal, Francisco Rodrigues dos Santos (CDS-PP) não teve mãos a medir. Numa tentativa de desmontar as principais bandeiras e jogadas políticas do Chega, o líder dos centristas alertou para o facto de apenas 2% da população receber RSI e de Portugal não ter sequer preenchido ""as quotas de imigração para refugiados"". Estará certo? 🧐",https://poligrafo.sapo.pt/fact-check/lider-do-cds-pp-diz-que-portugal-nao-preencheu-quotas-para-refugiados-e-apenas-2-da-populacao-recebe-rsi-e-verdade?utm_medium=Social&utm_source=Facebook#Echobox=1642028518,https://poligrafo.sapo.pt/fact-check/lider-do-cds-pp-diz-que-portugal-nao-preencheu-quotas-para-refugiados-e-apenas-2-da-populacao-recebe-rsi-e-verdade,,Líder do CDS-PP diz que Portugal não preencheu quotas para refugiados e apenas 2% da população recebe RSI. É verdade? - Polígrafo,"Contra André Ventura (Chega), no debate desta quarta-feira na CNN Portugal, Francisco Rodrigues dos Santos (CDS-PP) não teve mãos a medir. Numa tentativa de desmontar as principais bandeiras e jogadas políticas do Chega, o líder dos centristas alertou para o facto de apenas 2% da população re...",,,,479,5.84
PAN - Pessoas Animais Natureza,PANpartido,890462117681551,POLITICAL_ORGANIZATION,PT,Pessoas-Animais-Natureza,2015-05-17 20:36:09,165618,166635,2022-01-07 20:00:12 WET,2022-01-07,20:00:12,Native Video,478,141,101,63,22,5,133,3,4,6,owned,Yes,2549,3370,0,00:01:31,https://www.facebook.com/890462117681551/posts/4853713341356389,"No debate com a nossa porta-voz Inês de Sousa Real, o líder do CDS demonstrou não só que não sabe o que o PAN defende, mas também que o CDS não defende nem o ambiente, nem a proteção animal, nem as pessoas (já que preferiu atacar o PAN em vez de apresentar propostas concretas). Não, os caçadores não protegem nem a biodiversidade, nem o ambiente. Muito pelo contrário. Não, o mundo rural não se reduz apenas à caça e à produção de animais para consumo. Sim, o PAN é um partido animalista, e continuaremos a ser #OrgulhosamenteAnimalistasRadicais no combate à violência animal e pela proteção dos animais, animais estes que o CDS quer continuar a permitir que sejam abusados e desrespeitados com a defesa do setor da caça e da tauromaquia. Da nossa parte, continuaremos a lutar por todos os animais e sabemos que ficaremos do lado certo da história na sua defesa, ao contrário do CDS e do seu líder.",https://www.facebook.com/PANpartido/videos/320430076640459/,,,#OrgulhosamenteAnimalistasRadicais,,,,,478,3.57
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496,1138998,2022-01-12 19:16:02 WET,2022-01-12,19:16:02,Link,471,88,284,7,8,2,70,11,1,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/235846432044047,"No debate contra André Ventura, Francisco Rodrigues dos Santos acusa Ventura de defender tanto a extrema esquerda como a extrema direita.",https://cnnportugal.iol.pt/videos/rodrigues-dos-santos-exibe-fotografia-e-diz-que-ventura-so-e-contra-a-corrupcao-quando-nao-e-com-amigos-dele/61df21dc0cf21a10a41927c5?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/videos/rodrigues-dos-santos-exibe-fotografia-e-diz-que-ventura-so-e-contra-a-corrupcao-quando-nao-e-com-amigos-dele/61df21dc0cf21a10a41927c5,,Rodrigues dos Santos exibe fotografia e diz que “Ventura só é contra a corrupção quando não é com amigos dele”,,,,,471,3.51
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760765,796996,2022-01-12 11:30:24 WET,2022-01-12,11:30:24,Link,470,230,112,18,3,6,91,7,3,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159317250057949,"“Francisco Rodrigues dos Santos, talvez para aparentar modéstia, não falou muito de si. Ele é o primo antiquado que se veste como o avô. Atropela-se de tão rápido que fala, o que o torna cansativo, e precisa de muita atenção, pois está quase sem amigos.“ A opinião de Lourenço Pereira Coutinho",https://expresso.pt/opiniao/o-primo-modernaco-o-sem-maneiras-e-o-antiquado,https://expresso.pt/opiniao/o-primo-modernaco-o-sem-maneiras-e-o-antiquado/,,"O primo modernaço, o sem maneiras, e o antiquado","O primo sem maneiras é espertalhão e conta sempre as mesmas tiradas para chamar a atenção. Mas é sobretudo uma matraca narcísica que não deixa ninguém falar, faz estrapolações de má fé, contradiz-se, e dá pontapés por debaixo da mesa",,,,470,4.9
Solar dos Presuntos,solardospresuntos,327302768744,PORTUGUESE_RESTAURANT,PT,"Quem entra nesta Casa, entra na sua Casa, foi assim que quisemos que fosse e para isso fundámos o Solar dos Presuntos. Em mais de 46 anos de existência (abrimos as portas a 30 de outubro de 1974) recuperámos a grande tradição da cozinha minhota.",2010-02-05 16:25:19,61498,64190,2022-01-15 21:25:05 WET,2022-01-15,21:25:05,Photo,460,362,69,7,5,0,7,2,8,0,,-,0,0,0,N/A,https://www.facebook.com/327302768744/posts/10159708002468745,"À mesa, Pedro Cardoso, Francisco Rodrigues Dos Santos e José de Abreu. Gastronomia, política e representação. Trio (im)provável ou talvez não. Alerta CM? #solardospresuntos #franciscorodriguesdossantos #josedeabreu",https://www.facebook.com/solardospresuntos/photos/a.439773658744/10159707992373745/?type=3,,,,,,,,460,1.84
Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329048,1335827,2022-01-12 19:27:42 WET,2022-01-12,19:27:42,Link,456,86,241,12,2,2,77,21,13,2,,-,0,0,0,N/A,https://www.facebook.com/196064380421881/posts/5427918490569751,,https://www.dn.pt/politica/debate-cdschega-meia-hora-de-ofensas-e-aguas-totalmente-separadas-14485216.html,,,Debate CDS/Chega. Meia hora de ofensas e águas totalmente separadas,"Da ""direita mariquinhas"" ao ""partido catavento"". Foi assim o debate entre Francisco Rodrigues dos Santos e André Ventura.",,,,456,3.74
Tauronews,Tauronews2017,1679598488999208,MEDIA_NEWS_COMPANY,PT,"Bem-vindos à Página Oficial da Tauronews. 

Aqui daremos toda a informação taurina que precisa.

Mais informações em www.tauronews.com",2017-02-22 11:51:18,29233,37398,2022-01-05 18:23:05 WET,2022-01-05,18:23:05,Native Video,438,321,27,49,36,0,0,1,1,3,owned,Yes,2969,3874,0,00:00:57,https://www.facebook.com/1679598488999208/posts/2805859403039772,"Francisco Rodrigues dos Santos do CDS-PP, aborda a tauromaquia em debate com a líder do Pan, no debate ontem na RTP para as legislativas.",https://www.facebook.com/Tauronews2017/videos/291462619705038/,,,,,,,,438,1.07
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496,1138998,2022-01-12 23:00:00 WET,2022-01-12,23:00:00,Native Video,421,173,156,40,6,2,34,2,8,0,owned,Yes,10691,10816,0,00:03:36,https://www.facebook.com/101826228779402/posts/235965302032160,"Veja aqui o resumo do debate que está a dar que falar. Francisco Rodrigues dos Santos ou André Ventura, quem foi o vencedor?",https://www.facebook.com/cnnportugal/videos/345345053814127/,,,Decisão 22: Debate CDS - Chega (em 3 minutos),,,,,421,2.26
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-07 21:11:35 WET,2022-01-07,21:11:35,Live Video Complete,401,133,178,23,28,1,29,3,6,0,owned,Yes,11112,11222,0,00:28:44,https://www.facebook.com/101826228779402/posts/311214127586615,DECISÃO 22: Rui Rio e Francisco Rodrigues dos Santos frente a frente. Acompanhe aqui o debate e deixe os seus comentários.,https://www.facebook.com/cnnportugal/videos/311214127586615/,,,Debate PSD-CDS,,,,,401,-3.7
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763539,1940118,2022-01-05 08:35:25 WET,2022-01-05,08:35:25,Link,364,63,242,4,0,1,48,4,1,1,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160366024546388,"Francisco Rodrigues dos Santos e Inês de Sousa Real estiveram em debate, tendo o líder do CDS procurado caracterizar o PAN como radical.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-cds-e-pan-separados-pelo-mundo-rural-e-pelas-touradas/,,,Legislativas: CDS e PAN separados pelo “mundo rural” e pelas touradas,"Francisco Rodrigues dos Santos e Inês de Sousa Real estiveram em debate, tendo o líder do CDS procurado caracterizar o PAN como radical.",,,,364,3.53
Francisco Rodrigues Dos Santos,franciscorsCDS,103048754955967,POLITICIAN,PT,Advogado e Presidente do CDS-PP,2020-11-09 20:50:06,14131,21668,2022-01-26 07:30:00 WET,2022-01-26,07:30:00,Link,359,286,2,43,27,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/103048754955967/posts/391577172769789,"É uma honra imensa ter contado com a presença do Dr. Rui Moreira na campanha do nosso partido, um autarca que tem feito um excelente trabalho e que o CDS-PP se orgulha de ter apoiado. https://www.rtp.pt/noticias/politica/lider-cds-pp-recebe-apoio-de-rui-moreira-autarca-do-porto_v1379597",https://www.rtp.pt/noticias/politica/lider-cds-pp-recebe-apoio-de-rui-moreira-autarca-do-porto_v1379597,,,"Líder CDS-PP recebe apoio de Rui Moreira, autarca do Porto","Francisco Rodrigues dos Santos viu Rui Moreira, o autarca do Porto, entrar na campanha do CDS-PP mas também foi confrontado com o apoio do antigo dirigente Adolfo Mesquita Nunes ao Iniciativa Liberal.",,,,359,2.15
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496,1138998,2022-01-12 21:46:00 WET,2022-01-12,21:46:00,Photo,358,59,176,71,1,1,45,3,2,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/235932142035476,"Os momentos que marcaram o debate entre o CDS e o Chega. Na sua opinião, qual foi o candidato a sair vencedor do frente a frente?",https://www.facebook.com/cnnportugal/photos/a.129237229371635/235932052035485/?type=3,,"DECISÃO 22 "" Ventura diz que OS políticos deviam reduzir Os próprios ordenados. Para cortar Ο seu ordenado não é preciso uma lei, então faça-o e dê o exemplo CNN PORTUGAL Francisco Rodrigues dos Santos, Líder do CDS Debate com o Chega",Photos from CNN Portugal's post,,,,,358,1.42
